Lesson,Accuracy,WPM,IdleTime

testydodad,100,79,0
testydodad,100,61,0
testydodad,100,46,0
testydodad - Copy,100,59,0
testydodad - Copy - Copy,100,50,0
testydodad,0,0,0
testydodad,100,52,0
testydodad,100,48,0
testydodad,0,0,1
testydodad,100,30,0
testydodad,0,0,0
testydodad - Copy,0,0,1
testydodad,39,26,0
testydodad - Copy,100,50,0
testydodad - Copy - Copy,100,48,0
testydodad,100,48,0
testydodad,28,24,0
testydodad - Copy,100,20,0
testydodad - Copy - Copy,100,8,0
testydodad,8,7,0
testydodad,100,62,0
testydodad,100,51,0
testydodad,93,36,0
testydodad - Copy,5,4,0
testydodad - Copy - Copy,100,12,0
testydodad,100,52,0
testydodad - Copy,98,22,5
testydodad,100,60,0
testydodad - Copy,58,26,0
testydodad,88,19,0
testydodad - Copy,80,28,0
testydodad - Copy - Copy,77,21,0
testydodad - Copy - Copy,100,20,0
testydodad,100,20,0
testydodad,80,24,0
testydodad - Copy,80,24,0
testydodad - Copy - Copy,0,0,0
testydodad - Copy - Copy,100,10,0
